id,image_url,street_number,street_name,street_type,apt_number,city,state,zipcode,price,bedrooms,lat,long,walkscore,built,listing_url,neighborhood
336,http://photos3.zillowstatic.com/p_f/ISxvm29pj50kj70000000000.jpg,142,Gates,St,,San Francisco,CA,94110,6000,2,37.740967,-122.414061,,1906,http://www.zillow.com/homedetails/142-Gates-St-San-Francisco-CA-94110/15161945_zpid/,Bernal Heights
338,http://photos1.zillowstatic.com/p_f/ISppg3uq82zqp30000000000.jpg,1050,Filbert,St,,San Francisco,CA,94133,13500,3,37.800718,-122.416858,,1907,http://www.zillow.com/homedetails/1050-Filbert-St-San-Francisco-CA-94133/15065351_zpid/,Russian Hill
341,http://photos2.zillowstatic.com/p_f/ISdg92lr2hgr8h0000000000.jpg,300,3rd,St,APT 806,San Francisco,CA,94107,5700,2,37.783184,-122.399084,,1990,http://www.zillow.com/homedetails/300-3rd-St-APT-806-San-Francisco-CA-94107/15147783_zpid/,Yerba Buena
343,http://photos2.zillowstatic.com/p_f/ISh71h1rn6j06d1000000000.jpg,1,Wilder,St,,San Francisco,CA,94131,4000,3,37.733751,-122.432085,,1938,http://www.zillow.com/homedetails/1-Wilder-St-San-Francisco-CA-94131/15185423_zpid/,Glen Park
345,http://photos3.zillowstatic.com/p_f/IS52hsgi2a56fa1000000000.jpg,1360,Lombard,St,APT 203,San Francisco,CA,94109,4995,1,37.80146,-122.4239,,3000,http://www.zillow.com/homedetails/1360-Lombard-St-APT-203-San-Francisco-CA-94109/2101079233_zpid/,Russian Hill
348,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.752228,-122.431943/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1029,Geary,St,,San Francisco,CA,94109,2645,1,37.78556,-122.4203,,3000,http://www.zillow.com/homedetails/1029-Geary-St-San-Francisco-CA-94109/2115011527_zpid/,Van Ness - Civic Center
350,http://photos3.zillowstatic.com/p_f/IS5qbsjczyx2cc0000000000.jpg,809,Grafton,Ave,,San Francisco,CA,94112,4200,3,37.7198,-122.461491,,1951,http://www.zillow.com/homedetails/809-Grafton-Ave-San-Francisco-CA-94112/15190509_zpid/,Ingleside
353,http://photos1.zillowstatic.com/p_f/IS17qf79qwmt010000000000.jpg,67,Ford,St,,San Francisco,CA,94114,4850,1,37.761627,-122.43202,,1888,http://www.zillow.com/homedetails/67-Ford-St-San-Francisco-CA-94114/15144287_zpid/,Eureka Valley - Dolores Heights - Castro
355,http://photos1.zillowstatic.com/p_f/ISp1ys6zbibhns1000000000.jpg,1446,Washington,St,,San Francisco,CA,94109,3195,1,37.79385,-122.4171,,3000,http://www.zillow.com/homedetails/1446-Washington-St-San-Francisco-CA-94109/2113102356_zpid/,Nob Hill
358,http://photos1.zillowstatic.com/p_f/ISl6v2vp3nsg0a1000000000.jpg,850,Powell,St,,San Francisco,CA,94108,3650,1,37.79286,-122.4089,,3000,http://www.zillow.com/homedetails/850-Powell-St-San-Francisco-CA-94108/2105842747_zpid/,Nob Hill
360,http://photos3.zillowstatic.com/p_f/IS9tkcdvggvp8i0000000000.jpg,1909,Eddy,St,# 3,San Francisco,CA,94115,6250,3,37.7802,-122.439,,1983,http://www.zillow.com/homedetails/1909-Eddy-St-3-San-Francisco-CA-94115/2121967155_zpid/,Anza Vista
362,http://photos3.zillowstatic.com/p_f/ISxv6yeq3819mk0000000000.jpg,201A,Ellsworth,St,,San Francisco,CA,94110,3900,2,37.74025,-122.4144,,1912,http://www.zillow.com/homedetails/201A-Ellsworth-St-San-Francisco-CA-94110/2100825455_zpid/,Bernal Heights
363,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.790829,-122.411011/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",112,Ripley,St,APT 1,San Francisco,CA,94110,2800,1,37.744,-122.4127,,1960,http://www.zillow.com/homedetails/112-Ripley-St-APT-1-San-Francisco-CA-94110/2100718861_zpid/,Bernal Heights
402,http://photos1.zillowstatic.com/p_f/ISxrfajnqzy67b1000000000.jpg,267,Chenery,St,,San Francisco,CA,94131,4500,3,37.7375,-122.427,,1911,http://www.zillow.com/homedetails/267-Chenery-St-San-Francisco-CA-94131/2100591469_zpid/,Glen Park
404,http://photos1.zillowstatic.com/p_f/ISx70tn0250org1000000000.jpg,88,King,Street,# FL 11TH,San Francisco,CA,94107,6000,2,37.78063,-122.3896,,2000,http://www.zillow.com/homedetails/88-King-Street-FL-11TH-San-Francisco-CA-94107/2100797378_zpid/,South Beach
406,http://photos1.zillowstatic.com/p_f/ISp5dbytfg6a191000000000.jpg,188,Minna,St,,San Francisco,CA,94105,15000,3,37.786289,-122.401374,,2005,http://www.zillow.com/homedetails/188-Minna-St-San-Francisco-CA-94105/69819218_zpid/,Yerba Buena
408,http://photos2.zillowstatic.com/p_f/IS4thozsku01000000000.jpg,840,Waller,St,APT 7,San Francisco,CA,94117,3750,1,37.7703,-122.4375,,3000,http://www.zillow.com/homedetails/840-Waller-St-APT-7-San-Francisco-CA-94117/2124771570_zpid/,Buena Vista Park
411,http://photos2.zillowstatic.com/p_f/IStstub8o6sqy50000000000.jpg,2313,Webster,St,APT 5,San Francisco,CA,94115,4300,2,37.7922,-122.4331,,3000,http://www.zillow.com/homedetails/2313-Webster-St-APT-5-San-Francisco-CA-94115/2100515390_zpid/,Pacific Heights
413,http://photos3.zillowstatic.com/p_f/IS95mt8g2uigqr0000000000.jpg,1233,Howard,St,APT 2I,San Francisco,CA,94103,4600,1,37.77562,-122.4118,,3000,http://www.zillow.com/homedetails/1233-Howard-St-APT-2I-San-Francisco-CA-94103/2129793951_zpid/,South of Market
416,http://photos2.zillowstatic.com/p_f/IShr8c2xijfo0c1000000000.jpg,801,Minnesota,St,STE 8,San Francisco,CA,94107,3400,1,37.760185,-122.389945,,1929,http://www.zillow.com/homedetails/801-Minnesota-St-STE-8-San-Francisco-CA-94107/80731554_zpid/,Central Waterfront - Dogpatch
418,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.750600,-122.402210/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",660, King,St,,San Francisco,CA,94107,3450,1,37.77042,-122.4018,,2007,http://www.zillow.com/homedetails/660-King-St-San-Francisco-CA-94107/2103262736_zpid/,South of Market
421,http://photos2.zillowstatic.com/p_f/ISd0hxpc8n3fqg1000000000.jpg,2245,Larkin,St,APT 10,San Francisco,CA,94109,2895,Studio,37.79865,-122.421,,3000,http://www.zillow.com/homedetails/2245-Larkin-St-APT-10-San-Francisco-CA-94109/2100514585_zpid/,Russian Hill
423,http://photos1.zillowstatic.com/p_f/ISlqasc7972aho1000000000.jpg,285,Texas,St,,San Francisco,CA,94107,4600,2,37.76292,-122.3955,,1940,http://www.zillow.com/homedetails/285-Texas-St-San-Francisco-CA-94107/2100819610_zpid/,Potrero Hill
424,http://photos1.zillowstatic.com/p_f/ISdon6oa0j7vr21000000000.jpg,174,22nd,Ave,,San Francisco,CA,94121,3250,2,37.78453,-122.4815,,3000,http://www.zillow.com/homedetails/174-22nd-Ave-San-Francisco-CA-94121/2100532686_zpid/,Lake
426,http://photos3.zillowstatic.com/p_f/IS9x3idvhommgs1000000000.jpg,2195,Green,St,APT 3,San Francisco,CA,94123,5400,2,37.795975,-122.43503,,1914,http://www.zillow.com/homedetails/2195-Green-St-APT-3-San-Francisco-CA-94123/15072386_zpid/,Pacific Heights
428,http://photos3.zillowstatic.com/p_f/ISx7wt9ff2iztw1000000000.jpg,1,Hawthorne,St,,San Francisco,CA,94105,7500,1,37.78571,-122.39896,,2010,http://www.zillow.com/homedetails/1-Hawthorne-15C-San-Francisco-CA-94105/2101421988_zpid/,Yerba Buena
437,http://photos1.zillowstatic.com/p_f/IS1jje7rzns6bq0000000000.jpg,821,Folsom,St,,San Francisco,CA,94107,5000,2,37.781385,-122.40136,,2004,http://www.zillow.com/homedetails/821-Folsom-St-APT-115-San-Francisco-CA-94107/80741346_zpid/,Yerba Buena
439,http://photos3.zillowstatic.com/p_f/IS5uam9tit8as80000000000.jpg,57-61,Albion,St,,San Francisco,CA,94103,4900,3,37.76555,-122.423,,3000,http://www.zillow.com/homedetails/57-61-Albion-San-Francisco-CA-94103/2100682402_zpid/,Mission
441,http://photos2.zillowstatic.com/p_f/IS5ytjnie02qv20000000000.jpg,2360,Pacific,Ave,APT 501,San Francisco,CA,94115,5750,2,37.7937,-122.4341,,1929,http://www.zillow.com/homedetails/2360-Pacific-Ave-APT-501-San-Francisco-CA-94115/2101285868_zpid/,Pacific Heights
443,http://photos3.zillowstatic.com/p_f/ISx31fqs8is9od0000000000.jpg,153,Parker,Ave,,San Francisco,CA,94118,4995,3,37.78265,-122.454727,,1904,http://www.zillow.com/homedetails/153-Parker-Ave-San-Francisco-CA-94118/122245423_zpid/,Jordan Park - Laurel Heights
445,http://photos3.zillowstatic.com/p_f/ISxfudyw4k55bu1000000000.jpg,1890,Washington,St,APT 503,San Francisco,CA,94109,3200,1,37.79305,-122.4243,,1920,http://www.zillow.com/homedetails/1890-Washington-St-APT-503-San-Francisco-CA-94109/2100821773_zpid/,Pacific Heights
448,http://photos1.zillowstatic.com/p_f/ISdonafeclroq91000000000.jpg,148,Divisadero,St,APT A,San Francisco,CA,94117,4250,2,37.769702,-122.436443,,1984,http://www.zillow.com/homedetails/148-Divisadero-St-APT-A-San-Francisco-CA-94117/15087373_zpid/,Buena Vista Park
450,http://photos1.zillowstatic.com/p_f/ISp9sttbwepx2i1000000000.jpg,1901,Pacific,Ave,,San Francisco,CA,94109,3000,1,37.79421,-122.4267,,3000,http://www.zillow.com/homedetails/1901-Pacific-Ave-San-Francisco-CA-94109/2103505122_zpid/,Pacific Heights
451,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.781543,-122.442107/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",333,Beale,St,,San Francisco,CA,94105,4250,1,37.78828,-122.3921,,2015,http://www.zillow.com/homedetails/333-Beale-St-San-Francisco-CA-94105/2101505254_zpid/,South Beach
455,http://photos2.zillowstatic.com/p_f/IStc9cz04kt2oh1000000000.jpg,412,Green,St,APT A,San Francisco,CA,94133,2550,Studio,37.80004,-122.4061,,2012,http://www.zillow.com/homedetails/412-Green-St-APT-A-San-Francisco-CA-94133/2124214951_zpid/,Telegraph Hill
457,http://photos1.zillowstatic.com/p_f/IS9xvfuo722huc1000000000.jpg,123,S Lake Merced,Hls,,San Francisco,CA,94132,3800,3,37.709342,-122.483474,,1975,http://www.zillow.com/homedetails/123-S-Lake-Merced-Hls-San-Francisco-CA-94132/15198406_zpid/,Lakeshore
459,http://photos3.zillowstatic.com/p_f/IS9h3jx9ahk4611000000000.jpg,4544,Fulton,St,,San Francisco,CA,94121,4650,2,37.77298,-122.48072,,1924,http://www.zillow.com/homedetails/4544-Fulton-St-San-Francisco-CA-94121/15099359_zpid/,Central Richmond
461,http://photos1.zillowstatic.com/p_f/ISl67870gxz1v80000000000.jpg,400,Monterey,Blvd,APT 4,San Francisco,CA,94127,3200,2,37.73184,-122.4445,,3000,http://www.zillow.com/homedetails/400-Monterey-Blvd-APT-4-San-Francisco-CA-94127/2120209708_zpid/,Sunnyside
463,http://photos2.zillowstatic.com/p_f/IS5a7utwcownt00000000000.jpg,579,Geary,St,UNIT 2,San Francisco,CA,94102,5995,2,37.78674,-122.4128,,3000,http://www.zillow.com/homedetails/579-Geary-St-UNIT-2-San-Francisco-CA-94102/2104030762_zpid/,Tenderloin
467,http://photos3.zillowstatic.com/p_f/ISxn08k9fcti541000000000.jpg,42,States,St,,San Francisco,CA,94114,9000,3,37.76361,-122.436245,,2001,http://www.zillow.com/homedetails/42-States-St-San-Francisco-CA-94114/59700322_zpid/,Corona Heights
468,http://photos2.zillowstatic.com/p_f/ISpx6lzxsmpkm50000000000.jpg,69,Jersey,St,,San Francisco,CA,94114,5400,2,37.750698,-122.426577,,1924,http://www.zillow.com/homedetails/69-Jersey-St-San-Francisco-CA-94114/21698726_zpid/,Eureka Valley - Dolores Heights - Castro
470,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.781730,-122.422248/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",451,Kansas,St,UNIT 376,San Francisco,CA,94107,4275,2,37.764066,-122.403277,,2008,http://www.zillow.com/homedetails/451-Kansas-St-UNIT-376-San-Francisco-CA-94107/89236781_zpid/,Potrero Hill
471,http://photos3.zillowstatic.com/p_f/ISlikafqa3m5r41000000000.jpg,1877,8th,Ave,,San Francisco,CA,94122,3700,2,37.75339,-122.4646,,3000,http://www.zillow.com/homedetails/1877-8th-Ave-San-Francisco-CA-94122/2101556731_zpid/,Inner Sunset
473,http://photos2.zillowstatic.com/p_f/IStkrn63qjrjy90000000000.jpg,1619,10th,Ave,,San Francisco,CA,94122,3900,3,37.758,-122.467,,1978,http://www.zillow.com/homedetails/1619-10th-Ave-San-Francisco-CA-94122/2100687318_zpid/,Inner Sunset
475,http://photos1.zillowstatic.com/p_f/ISlqez0yc7k63q0000000000.jpg,1902,Filbert,St,,San Francisco,CA,94123,4200,1,37.798831,-122.431053,,1920,http://www.zillow.com/homedetails/1902-Filbert-St-San-Francisco-CA-94123/119685526_zpid/,Cow Hollow
477,http://photos1.zillowstatic.com/p_f/ISxbvj4dklslso0000000000.jpg,4336,17th,St,,San Francisco,CA,94114,5990,3,37.7622,-122.441,,3000,http://www.zillow.com/homedetails/4336-17th-St-San-Francisco-CA-94114/2104136254_zpid/,Corona Heights
479,http://photos2.zillowstatic.com/p_f/IS17eq73i1wtbm1000000000.jpg,5150,Diamond Heights,Blvd,APT 107B,San Francisco,CA,94131,3600,1,37.746441,-122.440418,,1972,http://www.zillow.com/homedetails/5150-Diamond-Heights-Blvd-APT-107B-San-Francisco-CA-94131/15199016_zpid/,Diamond Heights
483,http://photos1.zillowstatic.com/p_f/IS1zb79zzysadh1000000000.jpg,2672,Great,Hwy,,San Francisco,CA,94116,4200,3,37.736713,-122.506028,,1950,http://www.zillow.com/homedetails/2672-Great-Hwy-San-Francisco-CA-94116/15124516_zpid/,Outer Parkside
485,http://photos1.zillowstatic.com/p_f/IS1rdrzn4q8u471000000000.jpg,2133,Stockton,St,,San Francisco,CA,94133,2900,1,37.80542,-122.41029,,3000,http://www.zillow.com/homedetails/2133-Stockton-St-San-Francisco-CA-94133/2113117800_zpid/,North Beach
487,http://photos2.zillowstatic.com/p_f/IS5eidjfxfhw5e0000000000.jpg,55,1/2 Lucy,St,,San Francisco,CA,94124,2750,2,37.72998,-122.393157,,3000,http://www.zillow.com/homedetails/55-1-2-Lucy-St-San-Francisco-CA-94124/2100784055_zpid/,Bayview
489,http://photos2.zillowstatic.com/p_f/IS5i9523ttb1cj0000000000.jpg,2360,Van Ness,Ave,,San Francisco,CA,94109,3495,1,37.79749,-122.4234,,3000,http://www.zillow.com/homedetails/2360-Van-Ness-Ave-San-Francisco-CA-94109/2101090694_zpid/,Russian Hill
492,http://photos1.zillowstatic.com/p_f/ISp1m72kgqbnfi0000000000.jpg,1037,S Van Ness,Ave,,San Francisco,CA,94110,5400,3,37.756543,-122.41663,,1900,http://www.zillow.com/homedetails/1037-S-Van-Ness-Ave-San-Francisco-CA-94110/114313982_zpid/,Mission
494,http://photos1.zillowstatic.com/p_f/ISx35qlb2e43i90000000000.jpg,557,Divisadero,St,,San Francisco,CA,94117,7500,3,37.7746,-122.438,,1900,http://www.zillow.com/homedetails/557-Divisadero-St-San-Francisco-CA-94117/2109689475_zpid/,North Panhandle
497,http://photos2.zillowstatic.com/p_f/ISdsazodjf1mi90000000000.jpg,695,5th,St,,San Francisco,CA,94107,3995,1,37.775697,-122.397235,,1999,http://www.zillow.com/homedetails/695-5th-St-T19-San-Francisco-CA-94107/80741543_zpid/,South of Market
498,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.754515,-122.402560/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",1260,Clay,St,APT 202,San Francisco,CA,94108,3500,1,37.793575,-122.41367,,1950,http://www.zillow.com/homedetails/1260-Clay-St-APT-202-San-Francisco-CA-94108/15067740_zpid/,Nob Hill
501,http://photos3.zillowstatic.com/p_f/ISlulfdxlxqhvn1000000000.jpg,195,Bepler,St,,San Francisco,CA,94112,3350,2,37.708325,-122.464249,,1986,http://www.zillow.com/homedetails/195-Bepler-St-San-Francisco-CA-94112/15196258_zpid/,Outer Mission
504,http://photos1.zillowstatic.com/p_f/IS1n6vejhr8u7u1000000000.jpg,1,Wilder,St,,San Francisco,CA,94131,4000,3,37.733751,-122.432085,,1938,http://www.zillow.com/homedetails/1-Wilder-St-San-Francisco-CA-94131/15185423_zpid/,Glen Park
506,http://photos3.zillowstatic.com/p_f/IStwo1dzn1859m0000000000.jpg,2467,Pacific,Ave,,San Francisco,CA,94115,10495,4,37.792929,-122.435781,,1911,http://www.zillow.com/homedetails/2467-Pacific-Ave-San-Francisco-CA-94115/15073426_zpid/,Pacific Heights
509,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.748011,-122.445000/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",77,Van Ness,Ave,APT 802,San Francisco,CA,94102,4000,Studio,37.776062,-122.419853,,2009,http://www.zillow.com/homedetails/77-Van-Ness-Ave-APT-802-San-Francisco-CA-94102/111710828_zpid/,Van Ness - Civic Center
513,http://photos1.zillowstatic.com/p_f/IS1zfmjkk8t4rb1000000000.jpg,285,Paris,St,# A,San Francisco,CA,94112,2750,2,37.72406,-122.4328,,3000,http://www.zillow.com/homedetails/285-Paris-St-A-San-Francisco-CA-94112/2100598156_zpid/,Excelsior
515,http://photos3.zillowstatic.com/p_f/IS9ptkiabrfvl51000000000.jpg,4001,Ocean,Ave,,San Francisco,CA,94132,3995,3,37.732032,-122.48741,,1950,http://www.zillow.com/homedetails/4001-Ocean-Ave-San-Francisco-CA-94132/15197896_zpid/,Lakeshore
517,http://photos3.zillowstatic.com/p_f/IS9phr7xm2ejv91000000000.jpg,2539,Lombard,St,,San Francisco,CA,94123,5995,3,37.7986,-122.443,,1940,http://www.zillow.com/homedetails/2539-Lombard-St-San-Francisco-CA-94123/2100916339_zpid/,Cow Hollow
519,http://photos2.zillowstatic.com/p_f/IS1f0973ohmrju1000000000.jpg,201,Telegraph Hill,Blvd,,San Francisco,CA,94133,4600,2,37.80285,-122.4068,,3000,http://www.zillow.com/homedetails/201-Telegraph-Hill-Blvd-San-Francisco-CA-94133/2102330593_zpid/,Telegraph Hill
521,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.796298,-122.411726/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",9,Princeton,St,# HOUSE,San Francisco,CA,94134,3985,3,37.7301,-122.416,,1943,http://www.zillow.com/homedetails/9-Princeton-St-HOUSE-San-Francisco-CA-94134/2100889662_zpid/,Portola
524,http://photos3.zillowstatic.com/p_f/IStgwkkyks67761000000000.jpg,300,Holyoke,St,,San Francisco,CA,94134,4250,3,37.72734,-122.4092,,1928,http://www.zillow.com/homedetails/300-Holyoke-St-San-Francisco-CA-94134/2105127917_zpid/,Portola
527,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.725650,-122.462525/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",587,Burnett,Ave,APT 5,San Francisco,CA,94131,3199,1,37.75186,-122.444,,3000,http://www.zillow.com/homedetails/587-Burnett-Ave-APT-5-San-Francisco-CA-94131/2100894077_zpid/,Twin Peaks
530,http://photos3.zillowstatic.com/p_f/IS5ip1u2mrov0b1000000000.jpg,3637,18th,St,APT 1,San Francisco,CA,94110,6200,3,37.761289,-122.424587,,1999,http://www.zillow.com/homedetails/3637-18th-St-APT-1-San-Francisco-CA-94110/15144652_zpid/,Mission
532,http://photos3.zillowstatic.com/p_f/ISxrz98uqgdz991000000000.jpg,2971,Washington,St,,San Francisco,CA,94115,7900,3,37.7903,-122.442,,3000,http://www.zillow.com/homedetails/2971-Washington-St-San-Francisco-CA-94115/2101572777_zpid/,Pacific Heights
535,http://photos3.zillowstatic.com/p_f/ISxvyjmcg1bf530000000000.jpg,1700,California,St,,San Francisco,CA,94109,4995,2,37.79051,-122.4231,,1987,http://www.zillow.com/homedetails/1700-California-St-San-Francisco-CA-94109/2103912957_zpid/,Pacific Heights
536,http://photos2.zillowstatic.com/p_f/ISdcen1h544szm0000000000.jpg,3822,19th,St,APT 5,San Francisco,CA,94114,4595,2,37.75973,-122.4288,,3000,http://www.zillow.com/homedetails/3822-19th-St-APT-5-San-Francisco-CA-94114/2103089741_zpid/,Eureka Valley - Dolores Heights - Castro
539,http://photos3.zillowstatic.com/p_f/ISxzd6x0z61cnt1000000000.jpg,1448,Sacramento,St,,San Francisco,CA,94109,6000,3,37.7921,-122.417,,1908,http://www.zillow.com/homedetails/1448-Sacramento-St-San-Francisco-CA-94109/2134476978_zpid/,Nob Hill
541,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.731220,-122.377200/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",2289,46th,Ave,,San Francisco,CA,94116,4300,3,37.743884,-122.505012,,1952,http://www.zillow.com/homedetails/2289-46th-Ave-San-Francisco-CA-94116/15118478_zpid/,Outer Parkside
543,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.759436,-122.432716/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",379,Raymond,Ave,,San Francisco,CA,94134,1795,1,37.714027,-122.410868,,1968,http://www.zillow.com/homedetails/379-Raymond-Ave-San-Francisco-CA-94134/15174157_zpid/,Visitacion Valley
547,http://photos3.zillowstatic.com/p_f/IS9tof24gsf0lx1000000000.jpg,1086,Post,St,APT 315,San Francisco,CA,94109,2150,Studio,37.786941,-122.419731,,1926,http://www.zillow.com/homedetails/1086-Post-St-APT-315-San-Francisco-CA-94109/2111376965_zpid/,Downtown
549,http://photos2.zillowstatic.com/p_f/IShnttqqo9mxnu0000000000.jpg,444,Francisco,St,APT 104,San Francisco,CA,94133,3950,1,37.804975,-122.41256,,1981,http://www.zillow.com/homedetails/444-Francisco-St-APT-104-San-Francisco-CA-94133/64969765_zpid/,North Beach
552,http://photos3.zillowstatic.com/p_f/ISlmby628k7xy60000000000.jpg,181,Marina,Blvd,,San Francisco,CA,94123,18000,4,37.805562,-122.435203,,1936,http://www.zillow.com/homedetails/181-Marina-Blvd-San-Francisco-CA-94123/15069679_zpid/,Marina
554,http://photos3.zillowstatic.com/p_f/ISlmz44fpblxef1000000000.jpg,111,Chestnut,St,,San Francisco,CA,94111,5100,3,37.80462,-122.40555,,1993,http://www.zillow.com/homedetails/111-Chestnut-St-San-Francisco-CA-94111/2113547841_zpid/,North Waterfront
557,http://photos1.zillowstatic.com/p_f/ISpl1xva5h27t50000000000.jpg,701,Minna,St,,San Francisco,CA,94103,5250,2,37.77671,-122.4127,,1999,http://www.zillow.com/homedetails/701-Minna-St-San-Francisco-CA-94103/2105116328_zpid/,South of Market
559,http://photos2.zillowstatic.com/p_f/IS1nig3a3hd21p1000000000.jpg,1651,Larkin,St,,San Francisco,CA,94109,2375,Studio,37.79321,-122.4198,,3000,http://www.zillow.com/homedetails/1651-Larkin-St-San-Francisco-CA-94109/2100599470_zpid/,Nob Hill
561,http://photos3.zillowstatic.com/p_f/IShfzo442qci4e1000000000.jpg,2378-2380,22ND,Ave,,San Francisco,CA,94116,3800,3,37.743343,-122.478603,,1925,http://www.zillow.com/homedetails/2378-2380-22ND-Ave-San-Francisco-CA-94116/15120438_zpid/,Parkside
565,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.786420,-122.393503/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",240,Portola,Dr,,San Francisco,CA,94131,4900,2,37.747465,-122.444529,,1996,http://www.zillow.com/homedetails/240-Portola-Dr-San-Francisco-CA-94131/15132614_zpid/,Twin Peaks
567,"http://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/37.783520,-122.415898/17?mapSize=150112,&key=AmdvKO2hNoyLePakiVzRBZiGPKCxV6MtwWneohoPfmXclTaRTzvT6_Ict5-PBHO6",601,Van Ness,Ave,,San Francisco,CA,94102,4135,1,37.781386,-122.421406,,1982,http://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-649-San-Francisco-CA-94102/15077744_zpid/,Van Ness - Civic Center
571,http://photos2.zillowstatic.com/p_f/IShbky2063vaez0000000000.jpg,2450,Union,St,APT 104,San Francisco,CA,94123,4695,1,37.79684,-122.4397,,3000,http://www.zillow.com/homedetails/2450-Union-St-APT-104-San-Francisco-CA-94123/2100663734_zpid/,Cow Hollow
573,http://photos2.zillowstatic.com/p_f/IS5yp4lnn9rwb10000000000.jpg,3923,California,St,# 1,San Francisco,CA,94118,4390,2,37.785371,-122.460056,,1890,http://www.zillow.com/homedetails/3923-California-St-1-San-Francisco-CA-94118/89237792_zpid/,Inner Richmond
575,http://photos3.zillowstatic.com/p_f/IS91nfn5zwvxwu0000000000.jpg,1414,Kansas,St,,San Francisco,CA,94107,2695,1,37.75155,-122.4025,,3000,http://www.zillow.com/homedetails/1414-Kansas-St-San-Francisco-CA-94107/2107603943_zpid/,Potrero Hill
577,http://photos3.zillowstatic.com/p_f/ISl6fuhdt2j4i30000000000.jpg,4319,Cesar Chavez,St,,San Francisco,CA,94131,4290,2,37.74689,-122.4364,,1908,http://www.zillow.com/homedetails/4319-Cesar-Chavez-St-San-Francisco-CA-94131/2100672728_zpid/,Noe Valley
579,http://photos1.zillowstatic.com/p_f/ISp98uk1kgqra71000000000.jpg,242,Moscow,St,,San Francisco,CA,94112,4450,3,37.723801,-122.426048,,1949,http://www.zillow.com/homedetails/242-Moscow-St-San-Francisco-CA-94112/15169105_zpid/,Excelsior
581,http://photos3.zillowstatic.com/p_f/IShvne5ub43ft51000000000.jpg,340,6th,St,UNIT 303,San Francisco,CA,94103,5950,2,37.777801,-122.405227,,2008,http://www.zillow.com/homedetails/340-6th-St-UNIT-303-San-Francisco-CA-94103/80741391_zpid/,South of Market
583,http://photos2.zillowstatic.com/p_f/IS17ypsimamm4i1000000000.jpg,1366,Turk,St,# FILLMORE,San Francisco,CA,94115,4650,2,37.78079,-122.4315,,2003,http://www.zillow.com/homedetails/1366-Turk-St-FILLMORE-San-Francisco-CA-94115/2100689381_zpid/,Western Addition
