id,image_url,street_number,street_name,street_type,apt_number,city,state,zipcode,price,bedrooms,lat,long,walkscore,built,listing_url,neighborhood,crime_rate
199,http://photos1.zillowstatic.com/p_f/ISl24fn1en2mdu0000000000.jpg,59,Collingwood,St,,San Francisco,CA,94114,4000,2,37.76151,-122.4359,98,3000,http://www.zillow.com/homedetails/59-Collingwood-St-San-Francisco-CA-94114/2100494137_zpid/,Eureka Valley - Dolores Heights - Castro,C
201,http://photos1.zillowstatic.com/p_f/ISptzc5a777sj21000000000.jpg,2654,Gough,St,,San Francisco,CA,94123,3295,1,37.79796,-122.427,97,3000,http://www.zillow.com/homedetails/2654-Gough-St-San-Francisco-CA-94123/2105179782_zpid/,Cow Hollow,B
203,http://photos1.zillowstatic.com/p_f/IS1n6fibpxotlg0000000000.jpg,2904,Jackson,St,APT 2,San Francisco,CA,94115,3250,1,37.79161,-122.4432,89,3000,http://www.zillow.com/homedetails/2904-Jackson-St-APT-2-San-Francisco-CA-94115/2104460143_zpid/,Pacific Heights,A
205,http://photos2.zillowstatic.com/p_f/ISdoz7t8jdm23k1000000000.jpg,733,Myra,Way,,San Francisco,CA,94127,3800,2,37.74038,-122.451364,62,1950,http://www.zillow.com/homedetails/733-Myra-Way-San-Francisco-CA-94127/15136679_zpid/,Miraloma Park,A
207,http://photos2.zillowstatic.com/p_f/IS1vc98j6xdjyj0000000000.jpg,400,Monterey,Blvd,APT 4,San Francisco,CA,94127,3200,2,37.73184,-122.4445,69,3000,http://www.zillow.com/homedetails/400-Monterey-Blvd-APT-4-San-Francisco-CA-94127/2120209708_zpid/,Sunnyside,A
209,http://photos2.zillowstatic.com/p_f/IS5ihndy509fgd0000000000.jpg,163,Clearfield,Dr,,San Francisco,CA,94132,3995,3,37.730473,-122.491591,73,1951,http://www.zillow.com/homedetails/163-Clearfield-Dr-San-Francisco-CA-94132/15197792_zpid/,Lakeshore,B
210,http://photos2.zillowstatic.com/p_f/IShbwniagx41iq1000000000.jpg,2205,24th,St,,San Francisco,CA,94107,4000,2,37.75325,-122.4017,88,1925,http://www.zillow.com/homedetails/2205-24th-St-San-Francisco-CA-94107/2100772548_zpid/,Potrero Hill,C
212,http://photos2.zillowstatic.com/p_f/IS13vwszh0qteo0000000000.jpg,3828,Sacramento,St,,San Francisco,CA,94118,5500,3,37.7873,-122.4558,94,1980,http://www.zillow.com/homedetails/3828-Sacramento-St-San-Francisco-CA-94118/2100690127_zpid/,Presidio Heights,A
214,http://photos3.zillowstatic.com/p_f/IS5ihvfh4axo0s1000000000.jpg,2333,Folsom,St,,San Francisco,CA,94110,4950,3,37.7599,-122.415,97,1904,http://www.zillow.com/homedetails/2333-Folsom-St-San-Francisco-CA-94110/2101138077_zpid/,Mission,C
219,http://photos1.zillowstatic.com/p_f/IS9p95pd3al6p51000000000.jpg,2828,Bryant,St,,San Francisco,CA,94110,6500,3,37.749082,-122.409095,89,1926,http://www.zillow.com/homedetails/2828-2830-Bryant-St-San-Francisco-CA-94110/15152935_zpid/,Mission,C
221,http://photos1.zillowstatic.com/p_f/ISl286vcapir6k1000000000.jpg,4130-40,Cesar Chavez,St,,San Francisco,CA,94131,3395,1,37.74762,-122.4323,85,3000,http://www.zillow.com/homedetails/4130-40-Cesar-Chavez-St-San-Francisco-CA-94131/2100541124_zpid/,Noe Valley,B
223,http://photos3.zillowstatic.com/p_f/IS9lit6x5v9vq70000000000.jpg,50,Belcher,St,,San Francisco,CA,94114,5995,3,37.76852,-122.4305,97,3000,http://www.zillow.com/homedetails/50-Belcher-St-San-Francisco-CA-94114/2100641466_zpid/,Duboce Triangle,C
224,http://photos3.zillowstatic.com/p_f/ISl24b8z2icdt61000000000.jpg,1234,Howard,St,# 4,San Francisco,CA,94103,3995,1,37.77599,-122.4125,95,2008,http://www.zillow.com/homedetails/1234-Howard-St-4-San-Francisco-CA-94103/2101040138_zpid/,South of Market,C
225,http://photos2.zillowstatic.com/p_f/IStoyfg4wg2gfj0000000000.jpg,1532,Shafter,Ave,,San Francisco,CA,94124,3000,3,37.730569,-122.389365,87,1969,http://www.zillow.com/homedetails/1532-Shafter-Ave-San-Francisco-CA-94124/15157198_zpid/,Bayview,D
227,http://photos3.zillowstatic.com/p_f/ISlmfddk350ehh0000000000.jpg,25,Hotaling,Pl,UNIT F,San Francisco,CA,94111,3550,1,37.795868,-122.402834,100,1900,http://www.zillow.com/homedetails/25-Hotaling-Pl-UNIT-F-San-Francisco-CA-94111/96011775_zpid/,Financial District,A
229,http://photos3.zillowstatic.com/p_f/ISt0s2by1zwcrg1000000000.jpg,86,Everglade,Dr,,San Francisco,CA,94132,3900,3,37.732506,-122.488666,72,1950,http://www.zillow.com/homedetails/86-Everglade-Dr-San-Francisco-CA-94132/15197664_zpid/,Lakeshore,A
230,http://photos2.zillowstatic.com/p_f/IS1bp9pj3mvg5i1000000000.jpg,3001,San Bruno,Ave,,San Francisco,CA,94134,2000,1,37.72371,-122.4017,84,1940,http://www.zillow.com/homedetails/3001-San-Bruno-Ave-San-Francisco-CA-94134/2100820308_zpid/,Portola,B
232,http://photos1.zillowstatic.com/p_f/ISdwdssf1uwjk21000000000.jpg,44,Ashton,Ave,,San Francisco,CA,94112,4250,3,37.71901,-122.461936,69,1948,http://www.zillow.com/homedetails/44-Ashton-Ave-San-Francisco-CA-94112/15190491_zpid/,Ingleside,B
233,http://photos2.zillowstatic.com/p_f/IShj2u1d2i4jnw0000000000.jpg,2127,Fillmore,St,APT 3,San Francisco,CA,94115,2850,1,37.78921,-122.4339,98,3000,http://www.zillow.com/homedetails/2127-Fillmore-St-APT-3-San-Francisco-CA-94115/2100767358_zpid/,Pacific Heights,B
234,http://photos2.zillowstatic.com/p_f/IShrsz106uvgn40000000000.jpg,435,Euclid,Ave,APT 9,San Francisco,CA,94118,2650,1,37.7838,-122.4534,94,3000,http://www.zillow.com/homedetails/435-Euclid-Ave-APT-9-San-Francisco-CA-94118/2100649117_zpid/,Jordan Park - Laurel Heights,A
236,http://photos2.zillowstatic.com/p_f/IS5um3rbmwdzwy0000000000.jpg,2924,Griffith,St,,San Francisco,CA,94124,3995,3,37.71674,-122.389825,58,1914,http://www.zillow.com/homedetails/2924-Griffith-St-San-Francisco-CA-94124/15154893_zpid/,Bayview,D
238,http://photos3.zillowstatic.com/p_f/ISliwntns527361000000000.jpg,238,Evelyn,Way,,San Francisco,CA,94127,3950,3,37.742661,-122.449695,71,1944,http://www.zillow.com/homedetails/238-Evelyn-Way-San-Francisco-CA-94127/15134282_zpid/,Miraloma Park,B
197,http://photos2.zillowstatic.com/p_f/IStkv60um6jwfl0000000000.jpg,260,King,St,UNIT 1005,San Francisco,CA,94107,5500,2,37.777641,-122.393417,93,2004,http://www.zillow.com/homedetails/260-King-St-UNIT-1005-San-Francisco-CA-94107/69819650_zpid/,South of Market,B
243,http://photos2.zillowstatic.com/p_f/IS13nmj7v853151000000000.jpg,818,Van Ness,Ave,APT 409,San Francisco,CA,94109,3250,1,37.783241,-122.420478,98,2008,http://www.zillow.com/homedetails/818-Van-Ness-Ave-APT-409-San-Francisco-CA-94109/111710742_zpid/,Van Ness - Civic Center,C
245,http://photos1.zillowstatic.com/p_f/ISxf2s6nc1edsj1000000000.jpg,64-66,Deming,St,,San Francisco,CA,94114,4995,2,37.760656,-122.445781,80,1927,http://www.zillow.com/homedetails/64-66-Deming-St-San-Francisco-CA-94114/15128419_zpid/,Corona Heights,A
253,http://photos1.zillowstatic.com/p_f/ISlq2yzyn8kx970000000000.jpg,21,Stillman,St,APT 5,San Francisco,CA,94107,9000,2,37.782978,-122.394515,92,1998,http://www.zillow.com/homedetails/21-Stillman-St-APT-5-San-Francisco-CA-94107/80743954_zpid/,South Beach,B
249,http://photos2.zillowstatic.com/p_f/IShje70ewbj7po1000000000.jpg,2612,Buchanan,Street,# Top Floor,San Francisco,CA,94115,4600,2,37.79423,-122.4313,95,3000,http://www.zillow.com/homedetails/2612-Buchanan-Street-Top-Floor-San-Francisco-CA-94115/2100502875_zpid/,Pacific Heights,A
251,http://photos3.zillowstatic.com/p_f/IStwkesw82u6zf0000000000.jpg,1177,California,St,,San Francisco,CA,94108,6200,2,37.79102,-122.4136,98,1977,http://www.zillow.com/homedetails/1177-California-St-San-Francisco-CA-94108/2105667673_zpid/,Downtown,C
252,http://photos1.zillowstatic.com/p_f/ISph232jitsg6x0000000000.jpg,243,Collingwood,St,,San Francisco,CA,94114,8000,3,37.758518,-122.435601,97,1903,http://www.zillow.com/homedetails/243-Collingwood-St-San-Francisco-CA-94114/69817561_zpid/,Eureka Valley - Dolores Heights - Castro,C
247,http://photos1.zillowstatic.com/p_f/IS1jje7rzns6bq0000000000.jpg,360,Hyde,St,,San Francisco,CA,94109,1745,Studio,37.784263,-122.415809,98,3000,http://www.zillow.com/homedetails/360-Hyde-St-APT-405-San-Francisco-CA-94109/2106627066_zpid/,Tenderloin,D
255,http://photos3.zillowstatic.com/p_f/IS5arh1qxibk1q0000000000.jpg,160,Orsi,Cir,,San Francisco,CA,94124,3500,3,37.727543,-122.39755,81,1998,http://www.zillow.com/homedetails/160-Orsi-Cir-San-Francisco-CA-94124/15159149_zpid/,Bayview,C
257,http://photos3.zillowstatic.com/p_f/IShjq4alm4g8we0000000000.jpg,2101,Bryant,St,APT 105,San Francisco,CA,94110,3800,1,37.760366,-122.40995,94,1919,http://www.zillow.com/homedetails/2101-Bryant-St-APT-105-San-Francisco-CA-94110/111711175_zpid/,Mission,C
259,http://photos3.zillowstatic.com/p_f/IS95iqzr1niblx1000000000.jpg,106,19th,Ave,,San Francisco,CA,94121,3695,2,37.7857,-122.479,90,3000,http://www.zillow.com/homedetails/106-19th-Ave-San-Francisco-CA-94121/2102622969_zpid/,Lake,A
260,http://photos3.zillowstatic.com/p_f/IStkbzgi0vn1t81000000000.jpg,1321,Page,St,,San Francisco,CA,94117,5950,2,37.77148,-122.4426,92,3000,http://www.zillow.com/homedetails/1321-Page-St-San-Francisco-CA-94117/2101848139_zpid/,Haight-Ashbury,B
262,http://photos3.zillowstatic.com/p_f/IS5avotnxv33bs1000000000.jpg,47,Knollview,Way,,San Francisco,CA,94131,3995,2,37.750004,-122.451327,42,1958,http://www.zillow.com/homedetails/47-Knollview-Way-San-Francisco-CA-94131/15132051_zpid/,Midtown Terrace,B
264,http://photos1.zillowstatic.com/p_f/ISlikajldfs99o1000000000.jpg,834,Bay,St,,San Francisco,CA,94109,10000,3,37.804976,-122.420981,96,1991,http://www.zillow.com/homedetails/834-Bay-St-San-Francisco-CA-94109/15063339_zpid/,Russian Hill,B
266,http://photos1.zillowstatic.com/p_f/ISpltyv1xk4qd81000000000.jpg,1918,Jones,St,,San Francisco,CA,94133,9850,3,37.7991,-122.415,93,3000,http://www.zillow.com/homedetails/1918-Jones-St-San-Francisco-CA-94133/2116415657_zpid/,Russian Hill,B
268,http://photos3.zillowstatic.com/p_f/ISxn0cfw84p8c70000000000.jpg,111,Duboce,Ave,# PENHOUSE,San Francisco,CA,94103,4095,2,37.769809,-122.422691,98,2014,http://www.zillow.com/homedetails/111-Duboce-Ave-PENHOUSE-San-Francisco-CA-94103/2104850536_zpid/,Mission,C
270,http://photos1.zillowstatic.com/p_f/IS95enqvim2i5g0000000000.jpg,530,Stockton,St,APT 505,San Francisco,CA,94108,2395,Studio,37.79094,-122.4069,99,1927,http://www.zillow.com/homedetails/530-Stockton-St-APT-505-San-Francisco-CA-94108/2105305354_zpid/,Chinatown,B
274,http://photos3.zillowstatic.com/p_f/IStous34c77bex1000000000.jpg,821,Folsom,St,APT 201,San Francisco,CA,94107,3875,1,37.781385,-122.40136,96,2004,http://www.zillow.com/homedetails/821-Folsom-St-APT-201-San-Francisco-CA-94107/80736506_zpid/,Yerba Buena,C
276,http://photos3.zillowstatic.com/p_f/IS5uedpqp8y7910000000000.jpg,988,Potrero,Ave,APT C,San Francisco,CA,94110,2300,1,37.7564,-122.407,94,3000,http://www.zillow.com/homedetails/988-Potrero-Ave-APT-C-San-Francisco-CA-94110/2107167024_zpid/,Mission,C
277,http://photos3.zillowstatic.com/p_f/IS5arpbrjvozj61000000000.jpg,301,Main,St,,San Francisco,CA,94105,5495,3,37.789537,-122.392589,88,2008,http://www.zillow.com/homedetails/301-Main-St-San-Francisco-CA-94105/2117405691_zpid/,South Beach,A
279,http://photos2.zillowstatic.com/p_f/IS1f40bb7km3vs0000000000.jpg,410,Washington,Blvd,# A,San Francisco,CA,94129,5950,4,37.79564,-122.4669,15,3000,http://www.zillow.com/homedetails/410-Washington-Blvd-A-San-Francisco-CA-94129/2100619036_zpid/,Presidio,A
281,http://photos2.zillowstatic.com/p_f/ISh3e4dod2cvia1000000000.jpg,127,Crescent,Ave,,San Francisco,CA,94110,3100,2,37.735373,-122.421991,79,1906,http://www.zillow.com/homedetails/127-Crescent-Ave-San-Francisco-CA-94110/15164333_zpid/,Bernal Heights,B
372,http://photos2.zillowstatic.com/p_f/IShfv53nft3kai1000000000.jpg,1440,Broadway,Ave,,San Francisco,CA,94109,3500,1,37.79639,-122.4207,96,1982,http://www.zillow.com/homedetails/1440-Broadway-San-Francisco-CA-94109/2105558439_zpid/,Russian Hill,A
285,http://photos2.zillowstatic.com/p_f/ISdsilvnnujkm01000000000.jpg,737,Tehama,St,,San Francisco,CA,94103,5500,2,37.7752,-122.412,97,2006,http://www.zillow.com/homedetails/737-Tehama-St-San-Francisco-CA-94103/2105731761_zpid/,South of Market,D
287,http://photos1.zillowstatic.com/p_f/IS1vcl1266i6xf0000000000.jpg,1091,19th,St,,San Francisco,CA,94107,6300,3,37.761371,-122.393149,84,1978,http://www.zillow.com/homedetails/1091-19th-St-San-Francisco-CA-94107/63133084_zpid/,Potrero Hill,B
289,http://photos3.zillowstatic.com/p_f/IShjiifsvofmzr0000000000.jpg,2758,Baker,St,,San Francisco,CA,94123,8500,3,37.79666,-122.4454,90,3000,http://www.zillow.com/homedetails/2758-Baker-St-San-Francisco-CA-94123/2100597646_zpid/,Cow Hollow,A
242,http://photos1.zillowstatic.com/p_f/ISx701itadtaj10000000000.jpg,402,43rd,Ave,,San Francisco,CA,94121,3000,2,37.78096,-122.5041,74,3000,http://www.zillow.com/homedetails/402-43rd-Ave-San-Francisco-CA-94121/2100854463_zpid/,Outer Richmond,A
295,http://photos1.zillowstatic.com/p_f/ISlu5rrvtqv8df0000000000.jpg,1,Marview,Way,,San Francisco,CA,94131,4500,3,37.753848,-122.450693,33,1957,http://www.zillow.com/homedetails/1-Marview-Way-San-Francisco-CA-94131/15131176_zpid/,Midtown Terrace,A
296,http://photos1.zillowstatic.com/p_f/IS9dgiy6ae5kcv1000000000.jpg,1532,Shafter,Ave,,San Francisco,CA,94124,3000,3,37.730569,-122.389365,87,1969,http://www.zillow.com/homedetails/1532-Shafter-Ave-San-Francisco-CA-94124/15157198_zpid/,Bayview,D
298,http://photos1.zillowstatic.com/p_f/IS9hjbqj03oaxg1000000000.jpg,525,Kansas,St,,San Francisco,CA,94107,8900,3,37.763067,-122.403066,89,1927,http://www.zillow.com/homedetails/525-Kansas-St-San-Francisco-CA-94107/15149111_zpid/,Potrero Hill,B
300,http://photos1.zillowstatic.com/p_f/ISlqyeqj1twb550000000000.jpg,874,Hampshire,St,,San Francisco,CA,94110,8400,4,37.75813,-122.4081,94,1924,http://www.zillow.com/homedetails/874-Hampshire-St-San-Francisco-CA-94110/2100519352_zpid/,Mission,C
302,http://photos2.zillowstatic.com/p_f/IShb4mqxkyhf9t0000000000.jpg,3387,Market,St,,San Francisco,CA,94114,4900,1,37.758,-122.443,75,3000,http://www.zillow.com/homedetails/3387-Market-St-San-Francisco-CA-94114/2118831649_zpid/,Eureka Valley - Dolores Heights - Castro,B
304,http://photos3.zillowstatic.com/p_f/IS5mojen3rs1gw1000000000.jpg,121,Arkansas,St,,San Francisco,CA,94107,3300,2,37.7647,-122.398359,91,1900,http://www.zillow.com/homedetails/121-Arkansas-St-San-Francisco-CA-94107/15148913_zpid/,Potrero Hill,A
307,http://photos1.zillowstatic.com/p_f/ISxj595plm96gf0000000000.jpg,1290,Storey,Ave,# B,San Francisco,CA,94129,5795,3,37.8022,-122.471,34,3000,http://www.zillow.com/homedetails/1290-Storey-Ave-B-San-Francisco-CA-94129/2100920825_zpid/,Presidio,B
310,http://photos2.zillowstatic.com/p_f/IShbot9dy3j92l0000000000.jpg,2755,38th,Ave,,San Francisco,CA,94116,3525,2,37.735507,-122.495918,70,1948,http://www.zillow.com/homedetails/2755-38th-Ave-San-Francisco-CA-94116/15125965_zpid/,Outer Parkside,A
313,http://photos3.zillowstatic.com/p_f/ISlik2xebjrh9g1000000000.jpg,88,King,St,APT 108,San Francisco,CA,94107,5000,2,37.78063,-122.389635,88,2001,http://www.zillow.com/homedetails/88-King-St-APT-108-San-Francisco-CA-94107/54854636_zpid/,South Beach,A
314,http://photos3.zillowstatic.com/p_f/IS5qfv468d1i6b1000000000.jpg,4927,California,Street,# Top Floor,San Francisco,CA,94118,3295,1,37.7843,-122.4704,92,1923,http://www.zillow.com/homedetails/4927-California-Street-Top-Floor-San-Francisco-CA-94118/2101908166_zpid/,Inner Richmond,B
315,http://photos1.zillowstatic.com/p_f/ISdwh3slvy5fki0000000000.jpg,1266,9th,Ave,,San Francisco,CA,94122,5195,2,37.7646,-122.466,98,3000,http://www.zillow.com/homedetails/1266-9th-Ave-San-Francisco-CA-94122/2109655885_zpid/,Inner Sunset,A
317,http://photos2.zillowstatic.com/p_f/IShfrasapv6glr1000000000.jpg,640,Myra,Way,,San Francisco,CA,94127,4100,2,37.739829,-122.450242,62,1950,http://www.zillow.com/homedetails/640-Myra-Way-San-Francisco-CA-94127/111920738_zpid/,Miraloma Park,A
319,http://photos1.zillowstatic.com/p_f/ISplxxhx048fv01000000000.jpg,3245,Vicente,St,APT 1,San Francisco,CA,94116,2100,1,37.73791,-122.5019,67,3000,http://www.zillow.com/homedetails/3245-Vicente-St-APT-1-San-Francisco-CA-94116/2100550252_zpid/,Outer Parkside,A
321,http://photos1.zillowstatic.com/p_f/ISlq2ucutym0ai1000000000.jpg,453,S Van Ness Avenue 455 S Van Ness,Ave,UNIT 1,San Francisco,CA,94103,3450,1,37.76599,-122.4172,97,3000,http://www.zillow.com/homedetails/453-S-Van-Ness-Avenue-455-S-Van-Ness-Ave-UNIT-1-San-Francisco-CA-94103/2100526765_zpid/,Mission,C
323,http://photos1.zillowstatic.com/p_f/ISx7wt9z2kwr6s1000000000.jpg,48,Grattan,St,,San Francisco,CA,94117,7000,4,37.764335,-122.449149,90,1909,http://www.zillow.com/homedetails/48-Grattan-St-San-Francisco-CA-94117/15088079_zpid/,Parnassus - Ashbury,B
324,http://photos1.zillowstatic.com/p_f/ISp98uk1kgqra71000000000.jpg,1155,Pine,St,,San Francisco,CA,94109,4700,1,37.79006,-122.4148,99,1913,http://www.zillow.com/homedetails/1155-Pine-St-San-Francisco-CA-94109/2106042381_zpid/,Downtown,C
327,http://photos1.zillowstatic.com/p_f/ISlaqx6p3uf9qi0000000000.jpg,96,Delmar,St,# 96,San Francisco,CA,94117,3590,1,37.7675,-122.446,94,1909,http://www.zillow.com/homedetails/96-Delmar-St-96-San-Francisco-CA-94117/2106029116_zpid/,Haight-Ashbury,B
328,http://photos2.zillowstatic.com/p_f/ISp590ne273wbo1000000000.jpg,200,Romain,St,,San Francisco,CA,94131,5700,2,37.756237,-122.44153,73,1935,http://www.zillow.com/homedetails/200-Romain-St-San-Francisco-CA-94131/15130245_zpid/,Twin Peaks,A
329,http://photos2.zillowstatic.com/p_f/IS5uu1frfcmlpj1000000000.jpg,401,Crescent Ct,APT 4412,,San Francisco,CA,94134,3300,2,37.711177,-122.388069,31,3000,http://www.zillow.com/homedetails/401-Crescent-Ct-APT-4308-San-Francisco-CA-94134/2124048884_zpid/,Bayview,B
365,http://photos3.zillowstatic.com/p_f/IShrs3t7h0js7d1000000000.jpg,109,Alpine,Ter,,San Francisco,CA,94117,22750,4,37.76881,-122.43727,92,2011,http://www.zillow.com/homedetails/109-Alpine-Ter-San-Francisco-CA-94117/15126971_zpid/,Buena Vista Park,B
366,http://photos1.zillowstatic.com/p_f/ISpxyupyr3a3bn1000000000.jpg,1255,Vallejo,St,,San Francisco,CA,94109,3250,Studio,37.79715,-122.4179,93,3000,http://www.zillow.com/homedetails/1255-Vallejo-St-San-Francisco-CA-94109/2101397087_zpid/,Russian Hill,B
368,http://photos1.zillowstatic.com/p_f/IS1bxzqs28enrv1000000000.jpg,1740,Oakdale,Ave,,San Francisco,CA,94124,2800,2,37.736291,-122.392787,85,1965,http://www.zillow.com/homedetails/1738-1740-Oakdale-Ave-San-Francisco-CA-94124/15156269_zpid/,Bayview,D
371,http://photos2.zillowstatic.com/p_f/ISpdr7n4zbe8zw0000000000.jpg,855,Folsom,St,# LOFT,San Francisco,CA,94107,4250,1,37.78077,-122.4021,95,2001,http://www.zillow.com/homedetails/855-Folsom-St-LOFT-San-Francisco-CA-94107/2105478794_zpid/,Yerba Buena,C
376,http://photos3.zillowstatic.com/p_f/IS91f56bx1ey3g1000000000.jpg,529,Stevenson,St,,San Francisco,CA,94103,2100,1,37.78119,-122.4103,97,3000,http://www.zillow.com/homedetails/529-Stevenson-St-San-Francisco-CA-94103/2100530678_zpid/,South of Market,B
331,http://photos3.zillowstatic.com/p_f/ISh3ynxky7sp8d1000000000.jpg,155,Duboce,Ave,,San Francisco,CA,94103,7995,4,37.7698,-122.424,97,1910,http://www.zillow.com/homedetails/155-Duboce-Ave-San-Francisco-CA-94103/2101471483_zpid/,Mission,C
332,http://photos2.zillowstatic.com/p_f/ISdksnl64dfimy0000000000.jpg,77,Bluxome,St,,San Francisco,CA,94107,2840,Studio,37.77626,-122.3971,92,3000,http://www.zillow.com/homedetails/77-Bluxome-St-San-Francisco-CA-94107/2103398418_zpid/,South of Market,C
333,http://photos2.zillowstatic.com/p_f/IS1n28yjjw6hcn1000000000.jpg,1110,Rhode Island,St,,San Francisco,CA,94107,5495,2,37.755783,-122.402023,87,1926,http://www.zillow.com/homedetails/1110-Rhode-Island-St-San-Francisco-CA-94107/79843579_zpid/,Potrero Hill,D
335,http://photos1.zillowstatic.com/p_f/ISluxcncqu62no0000000000.jpg,33,Lupine,Ave,,San Francisco,CA,94118,5850,3,37.78452,-122.4489,96,3000,http://www.zillow.com/homedetails/33-Lupine-Ave-San-Francisco-CA-94118/2100648926_zpid/,Jordan Park - Laurel Heights,B
337,http://photos1.zillowstatic.com/p_f/ISplx5g1pyi0xp1000000000.jpg,2309A,California,St,,San Francisco,CA,94115,6500,2,37.78882,-122.4326,98,1900,http://www.zillow.com/homedetails/2309A-California-St-San-Francisco-CA-94115/2101199127_zpid/,Lower Pacific Heights,B
340,http://photos3.zillowstatic.com/p_f/IS5a3nli58krn10000000000.jpg,347,26th,Ave,,San Francisco,CA,94121,4750,4,37.7829,-122.486,91,1984,http://www.zillow.com/homedetails/347-26th-Ave-San-Francisco-CA-94121/2100677716_zpid/,Central Richmond,B
342,http://photos1.zillowstatic.com/p_f/IS9ppxxvyv6ea70000000000.jpg,151,Margaret,Avenue,# Top Floor,San Francisco,CA,94112,2800,2,37.71658,-122.453,49,3000,http://www.zillow.com/homedetails/151-Margaret-Avenue-Top-Floor-San-Francisco-CA-94112/2100759056_zpid/,Oceanview,C
347,http://photos3.zillowstatic.com/p_f/IS9h7at3x2wvvn0000000000.jpg,50,Collins,St,,San Francisco,CA,94118,5000,2,37.78528,-122.4502,96,3000,http://www.zillow.com/homedetails/50-Collins-St-San-Francisco-CA-94118/2100513485_zpid/,Jordan Park - Laurel Heights,A
349,http://photos1.zillowstatic.com/p_f/IS991cohb5uag41000000000.jpg,1256,Lombard,St,,San Francisco,CA,94109,9500,3,37.801824,-122.422206,95,1933,http://www.zillow.com/homedetails/1256-1258-Lombard-St-San-Francisco-CA-94109/15070887_zpid/,Russian Hill,B
351,http://photos1.zillowstatic.com/p_f/ISlepvbompgufp1000000000.jpg,69,Cumberland,St,,San Francisco,CA,94110,6500,3,37.758837,-122.424951,95,1907,http://www.zillow.com/homedetails/69-Cumberland-St-San-Francisco-CA-94110/15144973_zpid/,Mission,C
352,http://photos3.zillowstatic.com/p_f/IS56o4qwte1aqt1000000000.jpg,1433,Jefferson,St,,San Francisco,CA,94123,13000,5,37.805559,-122.436139,86,1933,http://www.zillow.com/homedetails/1433-Jefferson-St-San-Francisco-CA-94123/96010785_zpid/,Marina,B
354,http://photos2.zillowstatic.com/p_f/IStgwkoxe8eopw1000000000.jpg,70,Gold Mine,Dr,,San Francisco,CA,94131,13000,4,37.744093,-122.437331,75,1895,http://www.zillow.com/homedetails/70-Gold-Mine-Dr-San-Francisco-CA-94131/15199497_zpid/,Diamond Heights,B
356,http://photos2.zillowstatic.com/p_f/IShf73dyw3m7aj0000000000.jpg,70,Gold Mine,Dr,,San Francisco,CA,94131,13000,4,37.744093,-122.437331,75,1895,http://www.zillow.com/homedetails/70-Gold-Mine-Dr-San-Francisco-CA-94131/15199497_zpid/,Diamond Heights,B
359,http://photos1.zillowstatic.com/p_f/ISd40bo40yq0p70000000000.jpg,301,Mission,St,# 9,San Francisco,CA,94105,12000,3,37.79107,-122.3958,95,2009,http://www.zillow.com/homedetails/301-Mission-St-9-San-Francisco-CA-94105/2100915606_zpid/,South Beach,A
361,http://photos1.zillowstatic.com/p_f/ISdkkl6rxq4a711000000000.jpg,142-148,Irving,St,,San Francisco,CA,94122,4000,2,37.76449,-122.4596,96,3000,http://www.zillow.com/homedetails/142-148-Irving-St-San-Francisco-CA-94122/2100526767_zpid/,Inner Sunset,A
375,http://photos2.zillowstatic.com/p_f/ISd0hlcmtny74p1000000000.jpg,1,Baker,St,,San Francisco,CA,94117,4200,2,37.77107,-122.4408,93,3000,http://www.zillow.com/homedetails/1-Baker-St-San-Francisco-CA-94117/2139726194_zpid/,Haight-Ashbury,B
377,http://photos3.zillowstatic.com/p_f/ISlykd20x84l411000000000.jpg,615,Tennessee,St,APT 101,San Francisco,CA,94107,4500,2,37.763885,-122.389503,83,1997,http://www.zillow.com/homedetails/615-Tennessee-St-APT-101-San-Francisco-CA-94107/80739308_zpid/,Central Waterfront - Dogpatch,B
378,http://photos1.zillowstatic.com/p_f/ISph66zpdjeqov0000000000.jpg,999,Green,St,APT 1901,San Francisco,CA,94133,7600,2,37.798451,-122.415218,93,1964,http://www.zillow.com/homedetails/999-Green-St-APT-1901-San-Francisco-CA-94133/15066384_zpid/,Russian Hill,B
379,http://photos2.zillowstatic.com/p_f/IS5qbsbufzy1i61000000000.jpg,950,Harrison,St,,San Francisco,CA,94107,3695,1,37.77837,-122.4032,94,2000,http://www.zillow.com/homedetails/950-Harrison-St-San-Francisco-CA-94107/2105257825_zpid/,South of Market,D
381,http://photos3.zillowstatic.com/p_f/IStgct59zalge40000000000.jpg,1998,Broadway,Ave,APT 1101,San Francisco,CA,94109,4500,2,37.795275,-122.4298,96,1964,http://www.zillow.com/homedetails/1998-Broadway-APT-1101-San-Francisco-CA-94109/15072764_zpid/,Pacific Heights,A
383,http://photos2.zillowstatic.com/p_f/IS5qzexon3n1vv0000000000.jpg,981A,Pacific,Ave,,San Francisco,CA,94133,3800,2,37.79631,-122.4114,99,1910,http://www.zillow.com/homedetails/981A-Pacific-Ave-San-Francisco-CA-94133/2100487209_zpid/,Nob Hill,B
374,http://photos1.zillowstatic.com/p_f/ISpt7n64a6ztpo0000000000.jpg,44,Ashton,Ave,,San Francisco,CA,94112,4250,3,37.71901,-122.461936,69,1948,http://www.zillow.com/homedetails/44-Ashton-Ave-San-Francisco-CA-94112/15190491_zpid/,Ingleside,B
